"","Store","Age0to9","Age10to17","Age18to24","Age25to29","Age30to39","Age40to49","Age50to64","Age65Plus","EdLTHS","EdHSGrad","EdSomeCol","EdAssociate","EdBachelor","EdMaster","EdProfSchl","EdDoctorate","HHSz1Per","HHSz2Per","HHSz3Per","HHSz4Per","HHSz5PlusPer","HHIncU25K","HHInc25Kto50K","HHInc50Kto75K","HHInc75Kto100K","HHInc100Kto150K","HHInc150Kto250K","HHInc250KPlus","PopAsian","PopBlack","PopHispanic","PopMulti","PopNativeAmer","PopOther","PopPacIsl","PopWhite","HVal0to100K","HVal100Kto200K","HVal200Kto300K","HVal300Kto400K","HVal400Kto500K","HVal500Kto750K","HVal750KPlus","PopDens","cluster"
"1","S0001",0.138162853708721,0.111414427445148,0.113227534785177,0.0816713182716401,0.134923706887771,0.128832481104977,0.160429441603683,0.131358608185467,0.241934968187486,0.23282284106532,0.211753045368801,0.117754260319084,0.129967707900374,0.0384947405441698,0.00837676247721968,0.00179045304856604,0.263372805226623,0.283730968908592,0.151898734177215,0.132182231814735,0.168756927025608,0.227614769876918,0.273172723560637,0.21787318439013,0.114157382021816,0.116199031674736,0.0373913550720411,0.0135915534037216,0.0606066779391692,0.0238963473017296,0.431112107075193,0.0215739401470858,0.00456332633894921,0.00128343553282947,0.00266873102858191,0.454295434636462,0.0738525390625,0.115966796875,0.2235107421875,0.3018798828125,0.1807861328125,0.09716796875,0.0068359375,4260.94367229788,1
"2","S0002",0.138954243775679,0.11272254802121,0.100572391754749,0.0748323208203111,0.121080169961723,0.146960705130456,0.195455982020578,0.109421638515293,0.125223613595707,0.299506694855532,0.186913861332466,0.090854881552556,0.12657884750908,0.035832384669594,0.00699300699300699,0.0027104678267469,0.218165802094548,0.307428795145346,0.19526279729862,0.159244396593912,0.120093961045317,0.186845453655672,0.243319956934521,0.193207399432319,0.152295194284036,0.152490946461779,0.051678574924146,0.0200645982186552,0.0174865690508796,0.0158713437971839,0.193581235296183,0.0310755293374065,0.00870817093296815,0.000702271849432915,0.00287931458267495,0.729695565153271,0.124956491472329,0.127915071353985,0.206578489383919,0.223807866341803,0.174730247128437,0.129133310128785,0.0128785241907414,3061.06007258696,2
"3","S0003",0.108581987268648,0.0912616627917602,0.11348568991949,0.111414560849569,0.18290912413576,0.144938424520544,0.150248230910586,0.0971704721971228,0.321859983736231,0.172440304576033,0.266370961780143,0.0605455755156354,0.215125304945664,0.0605160050269831,0.0150809492126857,0.0062689435942929,0.30690069334498,0.287274116940547,0.14898727957635,0.116831358846973,0.139979254244691,0.35551673308948,0.256128186930174,0.156685046677949,0.0832559917016979,0.0863678549980892,0.0408090844570617,0.0212371021455479,0.223656023148383,0.0300928981166557,0.541976750088837,0.0169754809888827,0.00183765673384436,0.0025788111071628,0.000802071171125438,0.182080308645109,0.0246652572233968,0.0652572233967583,0.114869626497533,0.150105708245243,0.155461592670895,0.251444679351656,0.238195912614517,13740.9233280646,3
"4","S0004",0.142757736678264,0.102581944698773,0.0839406702069218,0.0623695293902216,0.131660867972899,0.134041384361838,0.158762131477751,0.183922358542392,0.198361998361998,0.206661206661207,0.196287196287196,0.114004914004914,0.184711984711985,0.0644826644826645,0.0138138138138138,0.0137046137046137,0.274992838728158,0.316623699035615,0.140265444476272,0.128807409529266,0.139310608230688,0.206435596295235,0.249307743721952,0.181323403036379,0.124510646424138,0.143416404086699,0.0653107991979376,0.0295999236131004,0.0571282088841689,0.0189328743545611,0.377009557988794,0.0230710074339913,0.0026000659171641,0.00245358333028161,0.0019042736294723,0.516900428461567,0.175373686547284,0.112919934882344,0.0951605742193281,0.247891075921267,0.152582507029747,0.161462187361255,0.0546100340387746,2947.36720349491,2
"5","S0005",0.112396032557933,0.0836520926922564,0.0913134368189299,0.103055642040653,0.183738824889917,0.146510696971045,0.16569185606903,0.113630298447716,0.164271559862067,0.158904024091498,0.257828956607218,0.0571704972772239,0.297040053675358,0.0910296618764531,0.0363088829596343,0.0171948384278113,0.355434984973005,0.303093167371473,0.145535785526211,0.101199499986702,0.0947631585946435,0.246575706800713,0.227107103912338,0.17447272533844,0.109178435596691,0.125801218117503,0.0736987685842709,0.0431660416500439,0.0801374356465369,0.179411339552778,0.301491110048592,0.0331691370242291,0.00194589305371777,0.00574872405012621,0.00137880422092002,0.3967175564031,0.021851953018301,0.0228535008649731,0.0708367477009924,0.113448056086679,0.126377128289174,0.208777201129018,0.435855412910862,12124.7402093806,3
"6","S0006",0.124271186440678,0.106169491525424,0.0914576271186441,0.07,0.136271186440678,0.152271186440678,0.194949152542373,0.124610169491525,0.141471705658868,0.277194561087782,0.200959808038392,0.103379324135173,0.119676064787043,0.0457408518296341,0.00789842031593681,0.00524895020995801,0.229728485964105,0.32646111366774,0.184721583064887,0.153704555913484,0.105384261389784,0.174321214910262,0.227887712839393,0.200460193281178,0.151311550851358,0.180487804878049,0.0479521398987575,0.0175793833410032,0.0402372881355932,0.0216949152542373,0.171559322033898,0.0324406779661017,0.00552542372881356,0.0016271186440678,0.00454237288135593,0.722372881355932,0.122939746014591,0.124290732234531,0.153336935963253,0.293704404215077,0.218589570386382,0.0786273980005404,0.00851121318562551,3624.19129565674,1
"7","S0007",0.122797273415804,0.113456197929816,0.0904822014642767,0.064276697803585,0.122418581166372,0.143069931835395,0.191719262812421,0.151754607422368,0.103607319634018,0.166791660416979,0.181828408579571,0.103157342132893,0.203614819259037,0.102482375881206,0.0228363581820909,0.0122993850307485,0.228354677060134,0.320712694877506,0.169404231625835,0.149846881959911,0.131611915367483,0.138571826280624,0.191745545657016,0.161400334075724,0.153883630289532,0.212834075723831,0.103702672605791,0.0378619153674833,0.0814420236802908,0.0184292242053975,0.271389260558936,0.0313044356365656,0.00254979677362349,0.00166620383226881,0.00184292242053975,0.591376132892378,0.0230049532195927,0.0484314804623005,0.0802421574023115,0.114584479911943,0.209025866813429,0.36862960924601,0.156081452944414,4582.324701558,2
"8","S0008",0.123948171660601,0.0941784521296927,0.117854630260527,0.106720068247664,0.185526177299896,0.142483616683008,0.146998376902154,0.082290506816457,0.342596377651898,0.20303336197619,0.279401336481267,0.0504058665020398,0.208214103965228,0.0372913312254415,0.00932700409620663,0.00405449373055136,0.30514434032022,0.255557064602291,0.160215491873783,0.13466733064723,0.144415772556476,0.423121614076388,0.30055683824528,0.13705162448881,0.0597733411803764,0.0532844402191136,0.0175351230627613,0.00866192825991821,0.278332354668233,0.0392370843904763,0.589957788143011,0.0114614609069456,0.00155109185787567,0.00296369337129815,0.000830942066719108,0.075665584595442,0.023879918125995,0.0711848987946327,0.164885148965204,0.175574255173982,0.169888560382079,0.230839208551285,0.163748010006823,32736.4559745611,3
"9","S0009",0.140008980691513,0.142373896123335,0.105493189642269,0.0685226762460709,0.117018410417602,0.146505014219428,0.186139799431223,0.0939380332285586,0.139922727050423,0.261554262238959,0.191177189807796,0.0877879395510344,0.134102802367095,0.0613781972905561,0.0201007482760307,0.0103682691837433,0.193511111111111,0.2832,0.184444444444444,0.159822222222222,0.178933333333333,0.186933333333333,0.183288888888889,0.213688888888889,0.139644444444444,0.172711111111111,0.0712888888888889,0.0324444444444444,0.0484073763621123,0.123428331936295,0.287600287390732,0.0308046940486169,0.00472997245838822,0.00314333612740989,0.00209555741827326,0.499790444258173,0.0721268163804491,0.383619550858653,0.31664464993395,0.131836195508587,0.0528401585204756,0.019550858652576,0.0233817701453104,2778.39673539859,2
"10","S0010",0.11927548841256,0.0938859447915843,0.106699359329273,0.0863719054021988,0.145851459305545,0.137388278098553,0.182077038677529,0.128450525982757,0.259448773113153,0.140830329108036,0.214443539946505,0.0669845330852425,0.191650191882777,0.0808233515525061,0.0359344109780207,0.0204674962204908,0.300906640529282,0.291595197255575,0.128889977946582,0.114677775055134,0.163930409213428,0.181083067875521,0.236461651555991,0.174222004410684,0.127664788042147,0.120803724577309,0.0889487870619946,0.0713060524381279,0.0166864373270067,0.0173190984578885,0.546777382364571,0.0128904705417161,0.00577303281929616,0.00166073546856465,0.000711743772241993,0.398181099248715,0.0585042219541616,0.0367913148371532,0.0241254523522316,0.0283474065138721,0.0566948130277443,0.205066344993969,0.590470446320869,3144.97604011776,3
"11","S0011",0.0244897959183673,0.0306122448979592,0.026530612244898,0.0122448979591837,0.0306122448979592,0.0591836734693878,0.324489795918367,0.489795918367347,0.290178571428571,0.310267857142857,0.0334821428571429,0.0357142857142857,0.0535714285714286,0.015625,0,0.0200892857142857,0.631410256410256,0.282051282051282,0.0416666666666667,0.0224358974358974,0.0256410256410256,0.403846153846154,0.304487179487179,0.150641025641026,0.0865384615384615,0.0288461538461538,0.0128205128205128,0.00320512820512821,0.0428571428571429,0.193877551020408,0.324489795918367,0.0183673469387755,0.00204081632653061,0,0,0.418367346938776,0,0.153846153846154,0.384615384615385,0.384615384615385,0.0769230769230769,0,0,117.335340762999,2
"12","S0012",0.166724602415921,0.128878074215695,0.114365169027548,0.0734335621795429,0.12535847744851,0.132745285478404,0.155079516815851,0.103328408794647,0.295647050158356,0.248582161007586,0.212491713927966,0.102231715401046,0.0855859173602416,0.0212123444059807,0.00449289239154452,0.00331442881343448,0.274452739466026,0.259774769075035,0.147285840819942,0.136403897254207,0.181829684929774,0.331646210299886,0.275971150196128,0.167910919903834,0.0941414652663545,0.0980640263191193,0.0236619005440972,0.00847779324307225,0.0307217659583714,0.0440185981836353,0.545952287837309,0.0270716551514361,0.00673532351279711,0.00212923130404554,0.00208577760396298,0.341285360448442,0.0951932139491046,0.156142004398366,0.413760603204524,0.233427584040214,0.0684888469996858,0.0276468740182218,0.00534087338988376,4978.9367513069,1
"13","S0013",0.140148688610674,0.116352983445264,0.109001464776276,0.0794848409474062,0.14142000386922,0.137882430975873,0.162369068347014,0.113340519028273,0.203798074829043,0.219173308942027,0.222875560782264,0.0781828476850037,0.125833006664053,0.0692103314604295,0.0126747680648112,0.0165512435210593,0.247734394850512,0.271449140340476,0.166765478106208,0.140679258067248,0.173371728635555,0.241805708478022,0.280257474379605,0.185313796900144,0.115016515626323,0.118827814008639,0.0448039298721098,0.0139747607351571,0.0200923085426858,0.0672967968382942,0.470054998203576,0.0203963187132079,0.00489180001658237,0.00154768814083962,0.00229389492303015,0.413426194621784,0.0705721657307634,0.329185005311883,0.272575504628927,0.236758233419335,0.0626802246167855,0.0241311276369707,0.00409773865533465,4355.86819405036,1
"14","S0014",0.142612411456729,0.121208038189098,0.0638281490606714,0.0684477979673545,0.169002155836156,0.188212195873114,0.173371573760394,0.0732984293193717,0.046865158889207,0.083738906384197,0.251359862582307,0.0593186372745491,0.405324935585457,0.161093615803035,0.0627254509018036,0.0355568279415975,0.205467839355727,0.305022782663982,0.190685599237046,0.202023948288651,0.0968528133940871,0.0857793790399491,0.0901769630179082,0.151478224011868,0.147610469428844,0.24992052559076,0.190155769842111,0.0848786690685599,0.406228946507286,0.0155338684529653,0.0962445381224615,0.0423090989586341,0.000808454120228677,0.00184789513195126,0.00136667244133895,0.435660526265134,0.0202390299223589,0.0140451888685335,0.058274448224723,0.0691790979673733,0.109395446218267,0.36500043618599,0.363866352612754,5957.58955593162,1
"15","S0015",0.160050977588511,0.126822293369805,0.0633800627894688,0.0589661496378726,0.163563457772528,0.192222809362469,0.17444282117435,0.060582512200429,0.0424799081515499,0.092470340604669,0.251722158438576,0.0817068503635668,0.33232874091083,0.187858783008037,0.0413796402602373,0.0409969383849981,0.164991550297963,0.291203415458508,0.207417948946011,0.224939962643423,0.111447122654096,0.0506982122209375,0.11109134572623,0.139197723027662,0.162856888730766,0.291470248154407,0.180201013964244,0.0645735124077204,0.291629106959684,0.0253022908830935,0.10727052314196,0.044356718783998,0.00242454384383451,0.00251779553013584,0.00202045320319542,0.524478567654098,0.0157829839704069,0.0124537607891492,0.0718865598027127,0.150061652281134,0.155117139334155,0.343526510480888,0.251171393341554,3244.42975121603,1
"16","S0016",0.145634379263302,0.113900587223441,0.110430630523756,0.0807135654546533,0.131932498961979,0.132125274334184,0.172741562370247,0.112506672993653,0.226398663120484,0.277378962976911,0.209405229835008,0.0672911714171394,0.116247322710476,0.0451432202791442,0.0126391602137124,0.00724927624920564,0.225856697819315,0.285176531671859,0.176661474558671,0.151825891311873,0.160522672204915,0.285695742471443,0.275484596746279,0.174065420560748,0.0964001384562132,0.101462443752163,0.0462962962962963,0.0206386292834891,0.0333362991962511,0.067740309042916,0.293946673784738,0.0467419995847792,0.00428567191624403,0.00271376456980158,0.00449328232049115,0.546741999584779,0.142620048683337,0.0982518256251383,0.182451869882717,0.225713653463156,0.139190086302279,0.126244744412481,0.0855277716308918,6038.23114220994,1
"17","S0017",0.110522066738428,0.11197524219591,0.0717168998923574,0.047443487621098,0.103363832077503,0.166926803013994,0.244671689989236,0.143353067814855,0.0181873641666984,0.121020322568346,0.146452129484882,0.0991726083806764,0.340336294658177,0.121821024135433,0.0413314523201281,0.0235253746139475,0.212865742685146,0.365532689346213,0.169536609267815,0.162676746465071,0.0893882122357553,0.0819683606327873,0.142797144057119,0.153996920061599,0.130617387652247,0.224345513089738,0.171706565868683,0.0946381072378552,0.075138597341084,0.0110339630765919,0.134264492168577,0.0321330534474407,0.00209914419505894,0.00196458366973465,0.00110339630765919,0.742262769793853,0.0142494632051532,0.0393324224087449,0.037575639273863,0.0648057778645325,0.0749560804216279,0.279035721257076,0.490044895569003,4048.76666350232,3
"18","S0018",0.135731655250506,0.127953815596518,0.106922091663418,0.0684598392456052,0.145866978522767,0.141838837222253,0.16246217816636,0.11082029292198,0.231722063290766,0.261155513610759,0.231751555725956,0.0922818297106792,0.129147373698646,0.0529684136019111,0.00917214734420621,0.00867077594596986,0.171167378360498,0.235159680038492,0.189751608829013,0.182895290792085,0.221086185120587,0.180188849461719,0.229265652252361,0.190413183376436,0.147350694653275,0.160221326757683,0.0642930173813677,0.028207132976484,0.066102355627332,0.020177832228843,0.714466039241893,0.0086317313582447,0.00187484917673702,0.00126227469324869,0.00144790332460879,0.186037014349093,0.0141350944270652,0.0472714633298575,0.075657513613718,0.150967442938246,0.183524504692388,0.336925037654965,0.191518943343761,7755.70877943383,1
"19","S0019",0.171342102199977,0.149031932642688,0.105886004733636,0.0661933030691033,0.124510146277112,0.120630116788888,0.157218794862841,0.10526520001552,0.271030565323235,0.318839599675412,0.217000270489586,0.0620773600216392,0.046388964024885,0.0181904246686503,0.00256965106843387,0.00148769272383013,0.187991511671452,0.257895393833479,0.168643115715891,0.157034078142554,0.228685557358632,0.320933716140307,0.298589439520659,0.179378354762202,0.0888777930345775,0.0801398077643241,0.0247160154787168,0.00736487329921358,0.0137741046831956,0.0545144143095488,0.46312031971443,0.0201373530438831,0.00469483568075117,0.00143561091064292,0.00228921739805223,0.440034144259496,0.28069432684166,0.45766299745978,0.164055884843353,0.0821337849280271,0.0116426756985605,0.00381033022861981,0,2112.99078989889,1
"20","S0020",0.110470522596243,0.0994048726055421,0.0935465873163474,0.0688116049841919,0.122466059140785,0.139854937697601,0.219360238050958,0.146085177608332,0.218766684463428,0.149225840896957,0.175787506673785,0.0627335824879872,0.204217832354511,0.0605979711692472,0.0317672183662573,0.0190870261612387,0.252918287937743,0.335927367055772,0.157717250324254,0.114137483787289,0.139299610894942,0.208300907911803,0.225162127107652,0.153566796368353,0.128923476005188,0.153566796368353,0.0824902723735409,0.0472114137483787,0.0231563284664745,0.00567283548777085,0.46517250999721,0.0139495954617316,0.00325490560773738,0.00158095415232958,0.000836975727703897,0.486375895099042,0.0151515151515152,0.0444096133751306,0.0407523510971787,0.0125391849529781,0.061128526645768,0.333855799373041,0.492163009404389,4219.76529007771,1
"21","S0021",0.0724614676423435,0.0529214749440467,0.077763139097446,0.11636692645915,0.19709836664074,0.151494468166161,0.182891791933205,0.148954745313418,0.0494422310756972,0.108207171314741,0.247350597609562,0.0480478087649402,0.373665338645418,0.161653386454183,0.0701593625498008,0.0381673306772908,0.494316491102779,0.314199845265726,0.106379813128608,0.0599595310361245,0.0251443194667619,0.220555853121466,0.173004820567756,0.168928167589121,0.115485330000595,0.156400642742367,0.0947747426054871,0.0708504433732072,0.0963696683969078,0.0394304490690033,0.121101004809753,0.0368112767274632,0.00144451323078877,0.00347635601695319,0.00120640665428512,0.700160325094846,0.0272959183673469,0.0100765306122449,0.0441326530612245,0.0466836734693878,0.0746173469387755,0.268367346938776,0.528826530612245,12566.8128393521,3
